7002,1704725153,1,2,15,1,IN_SERVICE
7008,1704725153,5,0,14,0,IN_SERVICE
7023,1704725153,0,0,11,0,IN_SERVICE
7058,1704725153,11,0,8,0,IN_SERVICE
7063,1704725153,4,0,19,0,IN_SERVICE
7066,1704725153,5,1,11,0,IN_SERVICE
7078,1704725153,4,1,8,2,IN_SERVICE
7155,1704725153,0,0,19,0,IN_SERVICE
7170,1704725153,10,0,5,0,IN_SERVICE
7190,1704725153,6,1,8,0,IN_SERVICE
7191,1704725153,1,1,9,0,IN_SERVICE
7195,1704725153,0,0,11,0,IN_SERVICE
7250,1704725153,6,0,10,0,IN_SERVICE
7252,1704725153,0,0,18,0,IN_SERVICE
7273,1704725153,1,2,16,1,IN_SERVICE
7274,1704725153,7,0,9,0,IN_SERVICE
7285,1704725153,13,0,23,0,IN_SERVICE
7335,1704725153,3,0,16,0,IN_SERVICE
7358,1704725153,13,0,4,0,IN_SERVICE
7457,1704725153,9,0,14,0,IN_SERVICE
7600,1704725153,14,1,5,0,IN_SERVICE
7667,1704725153,8,0,26,0,IN_SERVICE
7762,1704725153,8,0,6,0,IN_SERVICE
